,Alto35,Bass35,HarmonicRhythm7,LocalKey38,PitchClassSet121,RomanNumeral31,Soprano35,Tenor35,TonicizedKey38,offset,measure
29,D,G,3,C,"(2, 7, 11)",V,G,B,C,3.625,2.0
30,D,G,3,C,"(2, 7, 11)",V,G,B,C,3.75,2.0
31,D,G,3,C,"(2, 7, 11)",V,G,B,C,3.875,2.0
32,D,G,4,C,"(2, 7, 11)",V,G,B,C,4.0,2.0
33,D,G,4,C,"(2, 7, 11)",V,G,B,C,4.125,2.0
34,D,G,4,C,"(2, 7, 11)",V,G,B,C,4.25,2.0
35,D,G,4,C,"(2, 7, 11)",V,G,B,C,4.375,2.0
36,D,G,0,C,"(2, 7, 11)",V,G,B,C,4.5,2.0
37,G,G,1,C,"(2, 7, 11)",V,G,B,C,4.625,2.0
38,G,G,2,C,"(2, 7, 11)",V,G,D,C,4.75,2.0
39,G,G,2,C,"(2, 7, 11)",V,G,D,C,4.875,2.0
40,G,B,0,C,"(2, 7, 11)",V,G,D,C,5.0,2.0
41,G,B,1,C,"(2, 7, 11)",V,G,D,C,5.125,2.0
42,G,B,2,C,"(2, 7, 11)",V,G,D,C,5.25,2.0
43,G,B,2,C,"(2, 7, 11)",V,G,D,C,5.375,2.0
44,G,B,3,C,"(2, 7, 11)",V,G,D,C,5.5,2.0
45,G,B,3,C,"(2, 7, 11)",V,G,D,C,5.625,2.0
46,G,B,3,C,"(2, 7, 11)",V,G,D,C,5.75,2.0
47,G,B,3,C,"(2, 7, 11)",V,G,D,C,5.875,2.0
48,G,C,0,C,"(0, 4, 7)",I,C,E,C,6.0,3.0
49,G,C,1,C,"(0, 4, 7)",I,C,E,C,6.125,3.0
50,G,C,2,C,"(0, 4, 7)",I,C,E,C,6.25,3.0
51,G,C,2,C,"(0, 4, 7)",I,C,E,C,6.375,3.0
52,G,C,3,C,"(0, 4, 7)",I,C,E,C,6.5,3.0
53,G,C,3,C,"(0, 4, 7)",I,C,E,C,6.625,3.0
54,G,C,3,C,"(0, 4, 7)",I,C,E,C,6.75,3.0
55,G,C,3,C,"(0, 4, 7)",I,C,E,C,6.875,3.0
56,E,A,0,C,"(0, 4, 9)",vi,A,C,C,7.0,3.0
57,E,A,1,C,"(0, 4, 9)",vi,A,C,C,7.125,3.0
58,E,A,2,C,"(0, 4, 9)",vi,A,C,C,7.25,3.0
59,E,A,2,C,"(0, 4, 9)",vi,A,C,C,7.375,3.0
60,E,A,3,C,"(0, 4, 9)",vi,A,C,C,7.5,3.0
61,E,A,3,C,"(0, 4, 9)",vi,A,C,C,7.625,3.0
62,E,A,3,C,"(0, 4, 9)",vi,A,C,C,7.75,3.0
63,E,A,3,C,"(0, 4, 9)",vi,A,C,C,7.875,3.0
64,D,F,0,C,"(2, 5, 9)",ii,D,A,C,8.0,3.0
65,D,F,1,C,"(2, 5, 9)",ii,D,A,C,8.125,3.0
66,D,F,2,C,"(2, 5, 9)",ii,D,A,C,8.25,3.0
67,D,F,2,C,"(2, 5, 9)",ii,D,A,C,8.375,3.0
68,D,F,3,C,"(2, 5, 9)",ii,D,A,C,8.5,3.0
69,D,F,3,C,"(2, 5, 9)",ii,D,A,C,8.625,3.0
70,D,F,3,C,"(2, 5, 9)",ii,D,A,C,8.75,3.0
71,D,F,3,C,"(2, 5, 9)",ii,D,A,C,8.875,3.0
72,E,G,0,C,"(0, 4, 7)",Cad,C,C,C,9.0,4.0
73,E,G,1,C,"(0, 4, 7)",I,C,C,C,9.125,4.0
74,E,G,2,C,"(0, 4, 7)",I,C,C,C,9.25,4.0
75,E,G,2,C,"(0, 4, 7)",I,C,C,C,9.375,4.0
76,E,G,3,C,"(0, 4, 7)",I,C,C,C,9.5,4.0
77,E,G,3,C,"(0, 4, 7)",I,C,C,C,9.625,4.0
78,E,G,3,C,"(0, 4, 7)",I,C,C,C,9.75,4.0
79,E,G,3,C,"(0, 4, 7)",I,C,C,C,9.875,4.0
80,D,G#,0,C,"(2, 5, 8, 11)",viio7,F,B,a,10.0,4.0
81,D,G#,1,C,"(2, 5, 8, 11)",viio7,F,B,a,10.125,4.0
82,D,G#,2,C,"(2, 5, 8, 11)",viio7,F,B,a,10.25,4.0
83,D,G#,2,C,"(2, 5, 8, 11)",viio7,F,B,a,10.375,4.0
84,D,G#,3,C,"(2, 5, 8, 11)",viio7,F,B,a,10.5,4.0
85,D,G#,3,C,"(2, 5, 8, 11)",viio7,F,B,a,10.625,4.0
86,D,G#,3,C,"(2, 5, 8, 11)",viio7,F,B,a,10.75,4.0
87,D,G#,3,C,"(2, 5, 8, 11)",viio7,F,B,a,10.875,4.0
88,E,A,0,C,"(0, 4, 9)",vi,A,C,C,11.0,4.0
89,E,A,1,C,"(0, 4, 9)",vi,A,C,C,11.125,4.0
90,E,A,2,C,"(0, 4, 9)",vi,A,C,C,11.25,4.0
91,E,A,2,C,"(0, 4, 9)",vi,A,C,C,11.375,4.0
92,E,A,3,C,"(0, 4, 9)",vi,A,C,C,11.5,4.0
93,E,A,3,C,"(0, 4, 9)",vi,A,C,C,11.625,4.0
94,E,A,3,C,"(0, 4, 9)",vi,A,C,C,11.75,4.0
95,E,A,3,C,"(0, 4, 9)",vi,A,C,C,11.875,4.0
96,D,F,0,C,"(2, 5, 9)",ii,D,A,C,12.0,5.0
97,D,F,1,C,"(2, 5, 9)",ii,D,A,C,12.125,5.0
98,D,F,2,C,"(2, 5, 9)",ii,D,A,C,12.25,5.0
99,D,F,2,C,"(2, 5, 9)",ii,D,A,C,12.375,5.0
100,D,F,3,C,"(2, 5, 9)",ii,D,A,C,12.5,5.0
101,D,F,3,C,"(2, 5, 9)",ii,D,A,C,12.625,5.0
102,D,F,3,C,"(2, 5, 9)",ii,D,A,C,12.75,5.0
103,D,F,3,C,"(2, 5, 9)",ii,D,A,C,12.875,5.0
104,D,G,0,C,"(2, 7, 11)",Cad,C,B,C,13.0,5.0
105,D,G,1,C,"(0, 4, 7)",Cad,C,C,C,13.125,5.0
106,D,G,2,C,"(0, 4, 7)",Cad,C,C,C,13.25,5.0
107,D,G,2,C,"(0, 4, 7)",Cad,C,C,C,13.375,5.0
108,D,G,3,C,"(0, 4, 7)",Cad,C,C,C,13.5,5.0
109,D,G,3,C,"(0, 4, 7)",Cad,C,C,C,13.625,5.0
110,D,G,3,C,"(0, 4, 7)",Cad,C,C,C,13.75,5.0
111,D,G,3,C,"(0, 4, 7)",Cad,C,C,C,13.875,5.0
112,D,G,0,C,"(2, 7, 11)",V,G,B,C,14.0,5.0
113,D,G,1,C,"(2, 7, 11)",V,G,B,C,14.125,5.0
114,D,G,2,C,"(2, 7, 11)",V,G,B,C,14.25,5.0
115,D,G,2,C,"(2, 7, 11)",V,G,B,C,14.375,5.0
116,D,G,3,C,"(2, 7, 11)",V,G,B,C,14.5,5.0
117,D,G,3,C,"(2, 7, 11)",V,G,B,C,14.625,5.0
118,D,G,3,C,"(2, 7, 11)",V,G,B,C,14.75,5.0
119,D,G,3,C,"(2, 7, 11)",V,G,B,C,14.875,5.0
120,G,C,0,C,"(0, 4, 7)",I,C,E,C,15.0,6.0
121,G,C,1,C,"(0, 4, 7)",I,C,E,C,15.125,6.0
122,G,C,2,C,"(0, 4, 7)",I,C,E,C,15.25,6.0
123,G,C,2,C,"(0, 4, 7)",I,C,E,C,15.375,6.0
124,G,C,3,C,"(0, 4, 7)",I,C,E,C,15.5,6.0
125,G,C,3,C,"(0, 4, 7)",I,C,E,C,15.625,6.0
126,G,C,3,C,"(0, 4, 7)",I,C,E,C,15.75,6.0
127,G,C,3,C,"(0, 4, 7)",I,C,E,C,15.875,6.0
128,G,C,4,C,"(0, 4, 7)",I,C,E,C,16.0,6.0
129,G,C,4,C,"(0, 4, 7)",I,C,E,C,16.125,6.0
130,G,C,4,C,"(0, 4, 7)",I,C,E,C,16.25,6.0
131,G,C,4,C,"(0, 4, 7)",I,C,E,C,16.375,6.0
132,G,C,4,C,"(0, 4, 7)",I,C,E,C,16.5,6.0
133,G,C,4,C,"(0, 4, 7)",I,C,E,C,16.625,6.0
134,G,C,4,C,"(0, 4, 7)",I,C,E,C,16.75,6.0
135,G,C,4,C,"(0, 4, 7)",I,C,E,C,16.875,6.0
136,G,C,5,C,"(0, 4, 7)",I,C,E,C,17.0,6.0
137,G,C,5,C,"(0, 4, 7)",I,C,E,C,17.125,6.0
138,G,C,5,C,"(0, 4, 7)",I,C,E,C,17.25,6.0
139,G,C,5,C,"(0, 4, 7)",I,C,E,C,17.375,6.0
140,G,C,5,C,"(0, 4, 7)",I,C,E,C,17.5,6.0
141,G,C,5,C,"(0, 4, 7)",I,C,E,C,17.625,6.0
142,G,C,5,C,"(0, 4, 7)",I,C,E,C,17.75,6.0
143,G,C,5,C,"(0, 4, 7)",I,C,E,C,17.875,6.0
144,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
145,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
146,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
147,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
148,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
149,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
150,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
151,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
152,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
153,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
154,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
155,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
156,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
157,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
158,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
159,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
160,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
161,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
162,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
163,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
164,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
165,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
166,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
167,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
168,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
169,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
170,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
171,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
172,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
173,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
174,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
175,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
176,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
177,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
178,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
179,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
180,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
181,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
182,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
183,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
184,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
185,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
186,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
187,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
188,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
189,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
190,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
191,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
192,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
193,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
194,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
195,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
196,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
197,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
198,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
199,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
200,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
201,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
202,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
203,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
204,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
205,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
206,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
207,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
208,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
209,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
210,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
211,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
212,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
213,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
214,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
215,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
216,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
217,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
218,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
219,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
220,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
221,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
222,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
223,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
224,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
225,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
226,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
227,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
228,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
229,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
230,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
231,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
232,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
233,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
234,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
235,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
236,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
237,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
238,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
239,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
240,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
241,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
242,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
243,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
244,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
245,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
246,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
247,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
248,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
249,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
250,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
251,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
252,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
253,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
254,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
255,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
256,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
257,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
258,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
259,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
260,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
261,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
262,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
263,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
264,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
265,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
266,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
267,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
268,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
269,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
270,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
271,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
272,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
273,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
274,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
275,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
276,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
277,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
278,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
279,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
280,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
281,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
282,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
283,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
284,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
285,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
286,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
287,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
288,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
289,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
290,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
291,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
292,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
293,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
294,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
295,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
296,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
297,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
298,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
299,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
300,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
301,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
302,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
303,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
304,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
305,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
306,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
307,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
308,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
309,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
310,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
311,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
312,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
313,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
314,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
315,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
316,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
317,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
318,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
319,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
320,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
321,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
322,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
323,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
324,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
325,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
326,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
327,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
328,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
329,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
330,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
331,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
332,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
333,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
334,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
335,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
336,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
337,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
338,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
339,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
340,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
341,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
342,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
343,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
344,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
345,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
346,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
347,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
348,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
349,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
350,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
351,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
352,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
353,C--,C--,6,A,"(0, 1, 5, 8)",Cad,C--,C--,A,,
